SpineBase:6.185837,-1.405172,25.49864,0,0,0|SpineMid:6.0165,1.552524,25.63705,0,0,0|Neck:5.822181,4.426625,25.65211,0,0,0|Head:5.521405,5.938458,25.38957,0,0,0|ShoulderLeft:4.303239,3.483463,26.31622,0,0,0|ElbowLeft:3.948079,1.455235,26.48213,0,0,0|WristLeft:5.294214,1.830875,24.00098,0,0,0|HandLeft:5.819364,1.843452,23.26439,0,0,0|ShoulderRight:7.413491,3.518927,25.13581,0,0,0|ElbowRight:8.291508,1.651822,24.81286,0,0,0|WristRight:6.569409,1.52369,23.56319,0,0,0|HandRight:6.050277,1.708584,23.30087,0,0,0|HipLeft:5.408711,-1.414538,25.34264,0,0,0|KneeLeft:5.738385,-5.673031,25.23087,0,0,0|AnkleLeft:5.784904,-9.216499,25.35582,0,0,0|FootLeft:5.333766,-9.554098,23.96776,0,0,0|HipRight:6.791358,-1.356614,24.94817,0,0,0|KneeRight:7.357237,-5.844595,24.81681,0,0,0|AnkleRight:7.885894,-9.231476,24.87161,0,0,0|FootRight:8.078441,-9.980305,24.07354,0,0,0|SpineShoulder:5.875425,3.719589,25.67067,0,0,0|HandTipLeft:5.98264,1.747448,23.06675,0,0,0|ThumbLeft:5.617349,1.620979,22.924,0,0,0|HandTipRight:5.629841,1.75467,23.05466,0,0,0|ThumbRight:5.861156,2.11106,23.181,0,0,0|
SpineBase:5.048709,-1.882908,23.97707,0,0,0|SpineMid:4.707293,1.215424,24.02974,0,0,0|Neck:4.34801,4.202115,23.94295,0,0,0|Head:3.819648,5.409799,24.06942,0,0,0|ShoulderLeft:3.34856,3.152397,25.4315,0,0,0|ElbowLeft:2.072009,1.694283,26.00722,0,0,0|WristLeft:1.603592,1.468682,23.19938,0,0,0|HandLeft:1.386076,1.468486,22.944,0,0,0|ShoulderRight:5.19137,3.348697,22.53208,0,0,0|ElbowRight:4.630013,1.976283,20.93048,0,0,0|WristRight:2.912281,1.762771,21.93742,0,0,0|HandRight:2.780955,2.051841,22.41886,0,0,0|HipLeft:4.558815,-2.007415,24.25516,0,0,0|KneeLeft:3.395438,-5.689754,23.2737,0,0,0|AnkleLeft:3.138171,-9.2458,23.22643,0,0,0|FootLeft:2.502265,-9.961863,22.91024,0,0,0|HipRight:5.349829,-1.732374,22.97025,0,0,0|KneeRight:6.185884,-5.855958,22.45897,0,0,0|AnkleRight:7.504227,-9.22766,23.0874,0,0,0|FootRight:6.500256,-9.645606,22.16602,0,0,0|SpineShoulder:4.43982,3.469835,23.98891,0,0,0|HandTipLeft:1.342113,1.313478,22.66332,0,0,0|ThumbLeft:1.011609,1.47228,23.00438,0,0,0|HandTipRight:1.848383,1.427192,22.92732,0,0,0|ThumbRight:2.426019,1.566861,22.325,0,0,0|
SpineBase:5.048709,-1.882908,23.97707,0,0,0|SpineMid:4.707293,1.215424,24.02974,0,0,0|Neck:4.34801,4.202115,23.94295,0,0,0|Head:3.819648,5.409799,24.06942,0,0,0|ShoulderLeft:3.34856,3.152397,25.4315,0,0,0|ElbowLeft:2.072009,1.694283,26.00722,0,0,0|WristLeft:1.603592,1.468682,23.19938,0,0,0|HandLeft:1.386076,1.468486,22.944,0,0,0|ShoulderRight:5.19137,3.348697,22.53208,0,0,0|ElbowRight:4.630013,1.976283,20.93048,0,0,0|WristRight:2.912281,1.762771,21.93742,0,0,0|HandRight:2.780955,2.051841,22.41886,0,0,0|HipLeft:4.558815,-2.007415,24.25516,0,0,0|KneeLeft:3.395438,-5.689754,23.2737,0,0,0|AnkleLeft:3.138171,-9.2458,23.22643,0,0,0|FootLeft:2.502265,-9.961863,22.91024,0,0,0|HipRight:5.349829,-1.732374,22.97025,0,0,0|KneeRight:6.185884,-5.855958,22.45897,0,0,0|AnkleRight:7.504227,-9.22766,23.0874,0,0,0|FootRight:6.500256,-9.645606,22.16602,0,0,0|SpineShoulder:4.43982,3.469835,23.98891,0,0,0|HandTipLeft:1.342113,1.313478,22.66332,0,0,0|ThumbLeft:1.011609,1.47228,23.00438,0,0,0|HandTipRight:1.848383,1.427192,22.92732,0,0,0|ThumbRight:2.426019,1.566861,22.325,0,0,0|
SpineBase:4.989522,-2.0264,23.95924,0,0,0|SpineMid:4.672634,1.029415,23.9785,0,0,0|Neck:4.343197,3.9918,23.86349,0,0,0|Head:3.741435,5.192599,23.90858,0,0,0|ShoulderLeft:3.409149,3.07445,25.30516,0,0,0|ElbowLeft:2.659514,1.123714,25.51952,0,0,0|WristLeft:1.979273,1.912648,22.86471,0,0,0|HandLeft:1.894503,2.21243,22.272,0,0,0|ShoulderRight:5.257951,3.077359,22.53594,0,0,0|ElbowRight:4.528781,1.602254,21.1135,0,0,0|WristRight:2.405764,1.921527,22.04914,0,0,0|HandRight:1.836791,2.290005,22.33912,0,0,0|HipLeft:4.49314,-2.117345,24.18958,0,0,0|KneeLeft:3.178492,-5.627479,23.11819,0,0,0|AnkleLeft:2.928365,-9.194134,23.07635,0,0,0|FootLeft:1.996987,-9.60483,22.12356,0,0,0|HipRight:5.327815,-1.881885,23.01693,0,0,0|KneeRight:6.098791,-5.811193,22.37386,0,0,0|AnkleRight:7.443353,-9.202221,23.05429,0,0,0|FootRight:6.451623,-9.617346,22.11319,0,0,0|SpineShoulder:4.428249,3.263727,23.91551,0,0,0|HandTipLeft:2.155637,2.052717,21.89026,0,0,0|ThumbLeft:1.519485,2.411442,22.178,0,0,0|HandTipRight:1.24173,2.552192,22.7131,0,0,0|ThumbRight:1.743846,1.95302,22.11286,0,0,0|
SpineBase:4.989522,-2.0264,23.95924,0,0,0|SpineMid:4.672634,1.029415,23.9785,0,0,0|Neck:4.343197,3.9918,23.86349,0,0,0|Head:3.741435,5.192599,23.90858,0,0,0|ShoulderLeft:3.409149,3.07445,25.30516,0,0,0|ElbowLeft:2.659514,1.123714,25.51952,0,0,0|WristLeft:1.979273,1.912648,22.86471,0,0,0|HandLeft:1.894503,2.21243,22.272,0,0,0|ShoulderRight:5.257951,3.077359,22.53594,0,0,0|ElbowRight:4.528781,1.602254,21.1135,0,0,0|WristRight:2.405764,1.921527,22.04914,0,0,0|HandRight:1.836791,2.290005,22.33912,0,0,0|HipLeft:4.49314,-2.117345,24.18958,0,0,0|KneeLeft:3.178492,-5.627479,23.11819,0,0,0|AnkleLeft:2.928365,-9.194134,23.07635,0,0,0|FootLeft:1.996987,-9.60483,22.12356,0,0,0|HipRight:5.327815,-1.881885,23.01693,0,0,0|KneeRight:6.098791,-5.811193,22.37386,0,0,0|AnkleRight:7.443353,-9.202221,23.05429,0,0,0|FootRight:6.451623,-9.617346,22.11319,0,0,0|SpineShoulder:4.428249,3.263727,23.91551,0,0,0|HandTipLeft:2.155637,2.052717,21.89026,0,0,0|ThumbLeft:1.519485,2.411442,22.178,0,0,0|HandTipRight:1.24173,2.552192,22.7131,0,0,0|ThumbRight:1.743846,1.95302,22.11286,0,0,0|
SpineBase:4.975986,-2.027101,23.9598,0,0,0|SpineMid:4.662775,1.022498,23.97616,0,0,0|Neck:4.334022,3.976642,23.85798,0,0,0|Head:3.731676,5.178686,23.90958,0,0,0|ShoulderLeft:3.540999,3.265056,25.19596,0,0,0|ElbowLeft:2.605701,1.136366,25.50948,0,0,0|WristLeft:1.959621,1.918329,22.84394,0,0,0|HandLeft:1.661522,2.049589,22.04332,0,0,0|ShoulderRight:5.262206,3.069541,22.54317,0,0,0|ElbowRight:4.520193,1.578096,21.14643,0,0,0|WristRight:2.432785,1.712939,21.77306,0,0,0|HandRight:1.65946,1.978067,22.03753,0,0,0|HipLeft:4.477901,-2.110429,24.17317,0,0,0|KneeLeft:3.156534,-5.616974,23.09494,0,0,0|AnkleLeft:2.904749,-9.215273,23.06754,0,0,0|FootLeft:1.965338,-9.627189,22.12826,0,0,0|HipRight:5.307349,-1.890161,23.03747,0,0,0|KneeRight:6.075023,-5.787001,22.33783,0,0,0|AnkleRight:7.42871,-9.194394,23.04146,0,0,0|FootRight:6.428747,-9.611073,22.11374,0,0,0|SpineShoulder:4.419036,3.250975,23.91089,0,0,0|HandTipLeft:2.053545,1.880707,21.60992,0,0,0|ThumbLeft:1.299033,2.137606,21.90931,0,0,0|HandTipRight:1.006325,2.072921,22.34231,0,0,0|ThumbRight:1.522548,1.744918,21.81769,0,0,0|
SpineBase:4.975986,-2.027101,23.9598,0,0,0|SpineMid:4.662775,1.022498,23.97616,0,0,0|Neck:4.334022,3.976642,23.85798,0,0,0|Head:3.731676,5.178686,23.90958,0,0,0|ShoulderLeft:3.540999,3.265056,25.19596,0,0,0|ElbowLeft:2.605701,1.136366,25.50948,0,0,0|WristLeft:1.959621,1.918329,22.84394,0,0,0|HandLeft:1.661522,2.049589,22.04332,0,0,0|ShoulderRight:5.262206,3.069541,22.54317,0,0,0|ElbowRight:4.520193,1.578096,21.14643,0,0,0|WristRight:2.432785,1.712939,21.77306,0,0,0|HandRight:1.65946,1.978067,22.03753,0,0,0|HipLeft:4.477901,-2.110429,24.17317,0,0,0|KneeLeft:3.156534,-5.616974,23.09494,0,0,0|AnkleLeft:2.904749,-9.215273,23.06754,0,0,0|FootLeft:1.965338,-9.627189,22.12826,0,0,0|HipRight:5.307349,-1.890161,23.03747,0,0,0|KneeRight:6.075023,-5.787001,22.33783,0,0,0|AnkleRight:7.42871,-9.194394,23.04146,0,0,0|FootRight:6.428747,-9.611073,22.11374,0,0,0|SpineShoulder:4.419036,3.250975,23.91089,0,0,0|HandTipLeft:2.053545,1.880707,21.60992,0,0,0|ThumbLeft:1.299033,2.137606,21.90931,0,0,0|HandTipRight:1.006325,2.072921,22.34231,0,0,0|ThumbRight:1.522548,1.744918,21.81769,0,0,0|
SpineBase:4.964665,-2.017326,23.96057,0,0,0|SpineMid:4.638725,1.032779,23.97788,0,0,0|Neck:4.290249,3.988788,23.8627,0,0,0|Head:3.735237,5.181716,23.91307,0,0,0|ShoulderLeft:3.28838,2.527988,25.32975,0,0,0|ElbowLeft:2.146814,0.8585552,25.62702,0,0,0|WristLeft:1.560492,1.545317,22.92078,0,0,0|HandLeft:1.450903,1.835436,22.05074,0,0,0|ShoulderRight:5.285962,3.068076,22.54769,0,0,0|ElbowRight:4.532643,1.576387,21.15763,0,0,0|WristRight:2.4528,1.636055,21.67716,0,0,0|HandRight:1.652355,1.79479,21.92548,0,0,0|HipLeft:4.457955,-2.102761,24.19821,0,0,0|KneeLeft:3.146247,-5.6055,23.08404,0,0,0|AnkleLeft:2.895435,-9.208632,23.05592,0,0,0|FootLeft:1.987507,-9.617155,22.07013,0,0,0|HipRight:5.298593,-1.86643,23.01354,0,0,0|KneeRight:6.071532,-5.785029,22.33352,0,0,0|AnkleRight:7.422842,-9.193498,23.03045,0,0,0|FootRight:6.454286,-9.606719,22.05625,0,0,0|SpineShoulder:4.381036,3.262481,23.91459,0,0,0|HandTipLeft:1.65214,1.788806,21.72977,0,0,0|ThumbLeft:1.452391,2.169963,22,0,0,0|HandTipRight:1.04337,1.731269,22.19428,0,0,0|ThumbRight:1.53442,1.60929,21.6625,0,0,0|
SpineBase:4.964665,-2.017326,23.96057,0,0,0|SpineMid:4.638725,1.032779,23.97788,0,0,0|Neck:4.290249,3.988788,23.8627,0,0,0|Head:3.735237,5.181716,23.91307,0,0,0|ShoulderLeft:3.28838,2.527988,25.32975,0,0,0|ElbowLeft:2.146814,0.8585552,25.62702,0,0,0|WristLeft:1.560492,1.545317,22.92078,0,0,0|HandLeft:1.450903,1.835436,22.05074,0,0,0|ShoulderRight:5.285962,3.068076,22.54769,0,0,0|ElbowRight:4.532643,1.576387,21.15763,0,0,0|WristRight:2.4528,1.636055,21.67716,0,0,0|HandRight:1.652355,1.79479,21.92548,0,0,0|HipLeft:4.457955,-2.102761,24.19821,0,0,0|KneeLeft:3.146247,-5.6055,23.08404,0,0,0|AnkleLeft:2.895435,-9.208632,23.05592,0,0,0|FootLeft:1.987507,-9.617155,22.07013,0,0,0|HipRight:5.298593,-1.86643,23.01354,0,0,0|KneeRight:6.071532,-5.785029,22.33352,0,0,0|AnkleRight:7.422842,-9.193498,23.03045,0,0,0|FootRight:6.454286,-9.606719,22.05625,0,0,0|SpineShoulder:4.381036,3.262481,23.91459,0,0,0|HandTipLeft:1.65214,1.788806,21.72977,0,0,0|ThumbLeft:1.452391,2.169963,22,0,0,0|HandTipRight:1.04337,1.731269,22.19428,0,0,0|ThumbRight:1.53442,1.60929,21.6625,0,0,0|
SpineBase:4.946921,-1.97743,23.96748,0,0,0|SpineMid:4.61439,1.065493,23.99078,0,0,0|Neck:4.259603,4.017966,23.88387,0,0,0|Head:3.758701,5.214659,23.92979,0,0,0|ShoulderLeft:3.282315,2.588296,25.3364,0,0,0|ElbowLeft:1.987472,1.013433,25.56425,0,0,0|WristLeft:2.273226,2.841483,23.4154,0,0,0|HandLeft:2.210771,3.087936,23.37143,0,0,0|ShoulderRight:5.301332,3.163769,22.56321,0,0,0|ElbowRight:4.633943,1.638343,21.16616,0,0,0|WristRight:2.508223,1.598355,21.65562,0,0,0|HandRight:1.774021,1.676734,22.0138,0,0,0|HipLeft:4.437793,-2.06824,24.23935,0,0,0|KneeLeft:3.145888,-5.588763,23.08477,0,0,0|AnkleLeft:2.887709,-9.225681,23.05315,0,0,0|FootLeft:1.984112,-9.633454,22.0615,0,0,0|HipRight:5.286564,-1.808469,22.98619,0,0,0|KneeRight:6.069345,-5.773733,22.32791,0,0,0|AnkleRight:7.424883,-9.195298,23.03043,0,0,0|FootRight:6.460521,-9.607978,22.05032,0,0,0|SpineShoulder:4.351971,3.292321,23.93343,0,0,0|HandTipLeft:2.352593,3.678741,22.80897,0,0,0|ThumbLeft:2.016606,3.203551,23.10846,0,0,0|HandTipRight:1.262203,1.461586,22.37502,0,0,0|ThumbRight:1.66335,1.426013,21.90143,0,0,0|
SpineBase:4.946921,-1.97743,23.96748,0,0,0|SpineMid:4.61439,1.065493,23.99078,0,0,0|Neck:4.259603,4.017966,23.88387,0,0,0|Head:3.758701,5.214659,23.92979,0,0,0|ShoulderLeft:3.282315,2.588296,25.3364,0,0,0|ElbowLeft:1.987472,1.013433,25.56425,0,0,0|WristLeft:2.273226,2.841483,23.4154,0,0,0|HandLeft:2.210771,3.087936,23.37143,0,0,0|ShoulderRight:5.301332,3.163769,22.56321,0,0,0|ElbowRight:4.633943,1.638343,21.16616,0,0,0|WristRight:2.508223,1.598355,21.65562,0,0,0|HandRight:1.774021,1.676734,22.0138,0,0,0|HipLeft:4.437793,-2.06824,24.23935,0,0,0|KneeLeft:3.145888,-5.588763,23.08477,0,0,0|AnkleLeft:2.887709,-9.225681,23.05315,0,0,0|FootLeft:1.984112,-9.633454,22.0615,0,0,0|HipRight:5.286564,-1.808469,22.98619,0,0,0|KneeRight:6.069345,-5.773733,22.32791,0,0,0|AnkleRight:7.424883,-9.195298,23.03043,0,0,0|FootRight:6.460521,-9.607978,22.05032,0,0,0|SpineShoulder:4.351971,3.292321,23.93343,0,0,0|HandTipLeft:2.352593,3.678741,22.80897,0,0,0|ThumbLeft:2.016606,3.203551,23.10846,0,0,0|HandTipRight:1.262203,1.461586,22.37502,0,0,0|ThumbRight:1.66335,1.426013,21.90143,0,0,0|
SpineBase:4.943609,-1.974055,23.96677,0,0,0|SpineMid:4.622993,1.079034,23.99795,0,0,0|Neck:4.310046,4.06041,23.91684,0,0,0|Head:3.811874,5.257738,23.96843,0,0,0|ShoulderLeft:3.282718,2.669785,25.33353,0,0,0|ElbowLeft:1.297434,2.121,24.89923,0,0,0|WristLeft:2.096763,3.287575,22.99216,0,0,0|HandLeft:2.078326,3.561893,22.81407,0,0,0|ShoulderRight:5.284718,3.185986,22.57035,0,0,0|ElbowRight:4.813028,1.693495,21.05702,0,0,0|WristRight:2.706238,1.575207,21.7072,0,0,0|HandRight:2.179785,1.671404,22.08132,0,0,0|HipLeft:4.432403,-2.065366,24.23454,0,0,0|KneeLeft:3.144871,-5.580998,23.08831,0,0,0|AnkleLeft:2.883816,-9.206621,23.05105,0,0,0|FootLeft:1.975905,-9.609898,22.06116,0,0,0|HipRight:5.286489,-1.806619,22.98775,0,0,0|KneeRight:6.072588,-5.765411,22.32375,0,0,0|AnkleRight:7.427852,-9.198448,23.03231,0,0,0|FootRight:6.459109,-9.606385,22.05407,0,0,0|SpineShoulder:4.388451,3.325884,23.95799,0,0,0|HandTipLeft:2.37634,3.940337,22.4503,0,0,0|ThumbLeft:1.79875,3.445417,22.40143,0,0,0|HandTipRight:1.656869,1.451115,22.61839,0,0,0|ThumbRight:2.084034,1.436753,21.97889,0,0,0|
SpineBase:4.943609,-1.974055,23.96677,0,0,0|SpineMid:4.622993,1.079034,23.99795,0,0,0|Neck:4.310046,4.06041,23.91684,0,0,0|Head:3.811874,5.257738,23.96843,0,0,0|ShoulderLeft:3.282718,2.669785,25.33353,0,0,0|ElbowLeft:1.297434,2.121,24.89923,0,0,0|WristLeft:2.096763,3.287575,22.99216,0,0,0|HandLeft:2.078326,3.561893,22.81407,0,0,0|ShoulderRight:5.284718,3.185986,22.57035,0,0,0|ElbowRight:4.813028,1.693495,21.05702,0,0,0|WristRight:2.706238,1.575207,21.7072,0,0,0|HandRight:2.179785,1.671404,22.08132,0,0,0|HipLeft:4.432403,-2.065366,24.23454,0,0,0|KneeLeft:3.144871,-5.580998,23.08831,0,0,0|AnkleLeft:2.883816,-9.206621,23.05105,0,0,0|FootLeft:1.975905,-9.609898,22.06116,0,0,0|HipRight:5.286489,-1.806619,22.98775,0,0,0|KneeRight:6.072588,-5.765411,22.32375,0,0,0|AnkleRight:7.427852,-9.198448,23.03231,0,0,0|FootRight:6.459109,-9.606385,22.05407,0,0,0|SpineShoulder:4.388451,3.325884,23.95799,0,0,0|HandTipLeft:2.37634,3.940337,22.4503,0,0,0|ThumbLeft:1.79875,3.445417,22.40143,0,0,0|HandTipRight:1.656869,1.451115,22.61839,0,0,0|ThumbRight:2.084034,1.436753,21.97889,0,0,0|
SpineBase:4.95144,-1.947761,23.9683,0,0,0|SpineMid:4.670139,1.125241,24.00798,0,0,0|Neck:4.404605,4.118429,23.93241,0,0,0|Head:3.910712,5.336197,23.98273,0,0,0|ShoulderLeft:3.268888,2.87372,25.31817,0,0,0|ElbowLeft:1.378807,2.017464,25.01834,0,0,0|WristLeft:1.683272,3.223537,23.1726,0,0,0|HandLeft:1.718512,3.598764,22.53558,0,0,0|ShoulderRight:5.268578,3.22955,22.56544,0,0,0|ElbowRight:5.152512,1.762689,20.96016,0,0,0|WristRight:2.83254,1.69946,21.91636,0,0,0|HandRight:2.414452,1.799676,22.34608,0,0,0|HipLeft:4.440426,-2.037496,24.21724,0,0,0|KneeLeft:3.155905,-5.556483,23.08928,0,0,0|AnkleLeft:2.893692,-9.207651,23.06331,0,0,0|FootLeft:1.983204,-9.60486,22.07173,0,0,0|HipRight:5.30284,-1.778649,23.0104,0,0,0|KneeRight:6.087899,-5.747452,22.33102,0,0,0|AnkleRight:7.427699,-9.197665,23.03519,0,0,0|FootRight:6.456508,-9.599504,22.05525,0,0,0|SpineShoulder:4.472267,3.382466,23.97306,0,0,0|HandTipLeft:1.883479,3.959216,21.93044,0,0,0|ThumbLeft:1.352453,3.543932,22.18167,0,0,0|HandTipRight:1.983915,1.60181,22.83619,0,0,0|ThumbRight:2.537278,1.569277,21.8725,0,0,0|
SpineBase:4.95144,-1.947761,23.9683,0,0,0|SpineMid:4.670139,1.125241,24.00798,0,0,0|Neck:4.404605,4.118429,23.93241,0,0,0|Head:3.910712,5.336197,23.98273,0,0,0|ShoulderLeft:3.268888,2.87372,25.31817,0,0,0|ElbowLeft:1.378807,2.017464,25.01834,0,0,0|WristLeft:1.683272,3.223537,23.1726,0,0,0|HandLeft:1.718512,3.598764,22.53558,0,0,0|ShoulderRight:5.268578,3.22955,22.56544,0,0,0|ElbowRight:5.152512,1.762689,20.96016,0,0,0|WristRight:2.83254,1.69946,21.91636,0,0,0|HandRight:2.414452,1.799676,22.34608,0,0,0|HipLeft:4.440426,-2.037496,24.21724,0,0,0|KneeLeft:3.155905,-5.556483,23.08928,0,0,0|AnkleLeft:2.893692,-9.207651,23.06331,0,0,0|FootLeft:1.983204,-9.60486,22.07173,0,0,0|HipRight:5.30284,-1.778649,23.0104,0,0,0|KneeRight:6.087899,-5.747452,22.33102,0,0,0|AnkleRight:7.427699,-9.197665,23.03519,0,0,0|FootRight:6.456508,-9.599504,22.05525,0,0,0|SpineShoulder:4.472267,3.382466,23.97306,0,0,0|HandTipLeft:1.883479,3.959216,21.93044,0,0,0|ThumbLeft:1.352453,3.543932,22.18167,0,0,0|HandTipRight:1.983915,1.60181,22.83619,0,0,0|ThumbRight:2.537278,1.569277,21.8725,0,0,0|
SpineBase:5.005573,-1.832174,23.97422,0,0,0|SpineMid:4.821167,1.223688,24.01201,0,0,0|Neck:4.648879,4.185627,23.9245,0,0,0|Head:4.167842,5.451522,23.97297,0,0,0|ShoulderLeft:3.280437,3.342785,25.14921,0,0,0|ElbowLeft:1.595826,2.158718,25.28618,0,0,0|WristLeft:1.332233,2.868631,22.89528,0,0,0|HandLeft:1.16344,3.055604,22.07143,0,0,0|ShoulderRight:5.326844,3.296321,22.5724,0,0,0|ElbowRight:5.643568,1.855541,20.97935,0,0,0|WristRight:3.756877,1.901098,21.71745,0,0,0|HandRight:3.364908,2.188109,22.23634,0,0,0|HipLeft:4.472192,-1.893616,24.11546,0,0,0|KneeLeft:3.263476,-5.557051,23.11217,0,0,0|AnkleLeft:2.933434,-9.222268,23.08914,0,0,0|FootLeft:2.047089,-9.604319,22.05534,0,0,0|HipRight:5.403214,-1.673809,23.12346,0,0,0|KneeRight:6.15896,-5.693775,22.35411,0,0,0|AnkleRight:7.463152,-9.213262,23.06043,0,0,0|FootRight:6.516277,-9.599944,22.03831,0,0,0|SpineShoulder:4.693962,3.458526,23.96906,0,0,0|HandTipLeft:1.222533,3.12065,21.78955,0,0,0|ThumbLeft:0.7710907,2.917498,22.05111,0,0,0|HandTipRight:2.842255,2.218791,22.64955,0,0,0|ThumbRight:2.933103,2.017669,22.494,0,0,0|
SpineBase:5.005573,-1.832174,23.97422,0,0,0|SpineMid:4.821167,1.223688,24.01201,0,0,0|Neck:4.648879,4.185627,23.9245,0,0,0|Head:4.167842,5.451522,23.97297,0,0,0|ShoulderLeft:3.280437,3.342785,25.14921,0,0,0|ElbowLeft:1.595826,2.158718,25.28618,0,0,0|WristLeft:1.332233,2.868631,22.89528,0,0,0|HandLeft:1.16344,3.055604,22.07143,0,0,0|ShoulderRight:5.326844,3.296321,22.5724,0,0,0|ElbowRight:5.643568,1.855541,20.97935,0,0,0|WristRight:3.756877,1.901098,21.71745,0,0,0|HandRight:3.364908,2.188109,22.23634,0,0,0|HipLeft:4.472192,-1.893616,24.11546,0,0,0|KneeLeft:3.263476,-5.557051,23.11217,0,0,0|AnkleLeft:2.933434,-9.222268,23.08914,0,0,0|FootLeft:2.047089,-9.604319,22.05534,0,0,0|HipRight:5.403214,-1.673809,23.12346,0,0,0|KneeRight:6.15896,-5.693775,22.35411,0,0,0|AnkleRight:7.463152,-9.213262,23.06043,0,0,0|FootRight:6.516277,-9.599944,22.03831,0,0,0|SpineShoulder:4.693962,3.458526,23.96906,0,0,0|HandTipLeft:1.222533,3.12065,21.78955,0,0,0|ThumbLeft:0.7710907,2.917498,22.05111,0,0,0|HandTipRight:2.842255,2.218791,22.64955,0,0,0|ThumbRight:2.933103,2.017669,22.494,0,0,0|
SpineBase:5.005573,-1.832174,23.97422,0,0,0|SpineMid:4.821167,1.223688,24.01201,0,0,0|Neck:4.648879,4.185627,23.9245,0,0,0|Head:4.167842,5.451522,23.97297,0,0,0|ShoulderLeft:3.280437,3.342785,25.14921,0,0,0|ElbowLeft:1.595826,2.158718,25.28618,0,0,0|WristLeft:1.332233,2.868631,22.89528,0,0,0|HandLeft:1.16344,3.055604,22.07143,0,0,0|ShoulderRight:5.326844,3.296321,22.5724,0,0,0|ElbowRight:5.643568,1.855541,20.97935,0,0,0|WristRight:3.756877,1.901098,21.71745,0,0,0|HandRight:3.364908,2.188109,22.23634,0,0,0|HipLeft:4.472192,-1.893616,24.11546,0,0,0|KneeLeft:3.263476,-5.557051,23.11217,0,0,0|AnkleLeft:2.933434,-9.222268,23.08914,0,0,0|FootLeft:2.047089,-9.604319,22.05534,0,0,0|HipRight:5.403214,-1.673809,23.12346,0,0,0|KneeRight:6.15896,-5.693775,22.35411,0,0,0|AnkleRight:7.463152,-9.213262,23.06043,0,0,0|FootRight:6.516277,-9.599944,22.03831,0,0,0|SpineShoulder:4.693962,3.458526,23.96906,0,0,0|HandTipLeft:1.222533,3.12065,21.78955,0,0,0|ThumbLeft:0.7710907,2.917498,22.05111,0,0,0|HandTipRight:2.842255,2.218791,22.64955,0,0,0|ThumbRight:2.933103,2.017669,22.494,0,0,0|
SpineBase:5.067856,-1.785301,23.97036,0,0,0|SpineMid:4.931991,1.261335,23.99692,0,0,0|Neck:4.793758,4.207844,23.89499,0,0,0|Head:4.330747,5.501892,23.90969,0,0,0|ShoulderLeft:3.348573,3.360649,25.02602,0,0,0|ElbowLeft:1.68224,2.21253,25.34255,0,0,0|WristLeft:1.340827,2.505316,22.87987,0,0,0|HandLeft:1.099329,2.595753,21.97528,0,0,0|ShoulderRight:5.775418,3.325216,22.57996,0,0,0|ElbowRight:5.753962,1.818154,21.01278,0,0,0|WristRight:4.011734,2.226685,21.96831,0,0,0|HandRight:3.821063,2.336067,22.09987,0,0,0|HipLeft:4.494445,-1.853853,24.07853,0,0,0|KneeLeft:3.350971,-5.542978,23.12818,0,0,0|AnkleLeft:2.994144,-9.207321,23.12274,0,0,0|FootLeft:2.185406,-9.576754,21.99626,0,0,0|HipRight:5.52936,-1.632039,23.16991,0,0,0|KneeRight:6.203003,-5.645383,22.36204,0,0,0|AnkleRight:7.469604,-9.215919,23.06707,0,0,0|FootRight:6.601087,-9.589606,21.95233,0,0,0|SpineShoulder:4.831553,3.484584,23.94325,0,0,0|HandTipLeft:0.9988467,2.463222,21.71749,0,0,0|ThumbLeft:0.7267723,2.435133,21.82083,0,0,0|HandTipRight:3.43437,2.554995,22.38265,0,0,0|ThumbRight:3.407174,2.360859,22.164,0,0,0|
SpineBase:5.067856,-1.785301,23.97036,0,0,0|SpineMid:4.931991,1.261335,23.99692,0,0,0|Neck:4.793758,4.207844,23.89499,0,0,0|Head:4.330747,5.501892,23.90969,0,0,0|ShoulderLeft:3.348573,3.360649,25.02602,0,0,0|ElbowLeft:1.68224,2.21253,25.34255,0,0,0|WristLeft:1.340827,2.505316,22.87987,0,0,0|HandLeft:1.099329,2.595753,21.97528,0,0,0|ShoulderRight:5.775418,3.325216,22.57996,0,0,0|ElbowRight:5.753962,1.818154,21.01278,0,0,0|WristRight:4.011734,2.226685,21.96831,0,0,0|HandRight:3.821063,2.336067,22.09987,0,0,0|HipLeft:4.494445,-1.853853,24.07853,0,0,0|KneeLeft:3.350971,-5.542978,23.12818,0,0,0|AnkleLeft:2.994144,-9.207321,23.12274,0,0,0|FootLeft:2.185406,-9.576754,21.99626,0,0,0|HipRight:5.52936,-1.632039,23.16991,0,0,0|KneeRight:6.203003,-5.645383,22.36204,0,0,0|AnkleRight:7.469604,-9.215919,23.06707,0,0,0|FootRight:6.601087,-9.589606,21.95233,0,0,0|SpineShoulder:4.831553,3.484584,23.94325,0,0,0|HandTipLeft:0.9988467,2.463222,21.71749,0,0,0|ThumbLeft:0.7267723,2.435133,21.82083,0,0,0|HandTipRight:3.43437,2.554995,22.38265,0,0,0|ThumbRight:3.407174,2.360859,22.164,0,0,0|
