SpineBase:-5.191155,-3.497181,24.86474,0,0,0|SpineMid:-5.6145,-0.5700053,25.47195,0,0,0|Neck:-6.000458,2.225456,25.90307,0,0,0|Head:-5.465246,3.538002,25.69328,0,0,0|ShoulderLeft:-6.427669,1.426952,24.56529,0,0,0|ElbowLeft:-6.354913,0.3617737,22.38191,0,0,0|WristLeft:-4.487772,-0.6452508,22.32536,0,0,0|HandLeft:-4.086548,-0.9725144,22.66088,0,0,0|ShoulderRight:-4.339924,0.1388128,25.95489,0,0,0|ElbowRight:-2.331783,-0.1751022,25.17159,0,0,0|WristRight:-4.07404,0.6781129,24.29856,0,0,0|HandRight:-4.555398,1.107025,23.75609,0,0,0|HipLeft:-5.665262,-3.278661,24.14951,0,0,0|KneeLeft:-5.401865,-6.503532,23.58187,0,0,0|AnkleLeft:-5.613442,-9.566725,24.51086,0,0,0|FootLeft:-4.821006,-9.818328,23.41713,0,0,0|HipRight:-4.555214,-3.631285,24.8924,0,0,0|KneeRight:-3.411785,-6.255577,24.14696,0,0,0|AnkleRight:-3.312403,-9.323682,24.44201,0,0,0|FootRight:-2.548346,-9.57597,23.34286,0,0,0|SpineShoulder:-5.91058,1.543601,25.82354,0,0,0|HandTipLeft:-3.681005,-1.314222,22.70409,0,0,0|ThumbLeft:-4.028966,-1.29926,22.82572,0,0,0|HandTipRight:-5.094128,1.334963,23.4495,0,0,0|ThumbRight:-4.669063,1.190885,23.222,0,0,0|
SpineBase:-5.561417,-3.51485,25.50621,0,0,0|SpineMid:-6.215902,-0.7355236,25.47451,0,0,0|Neck:-6.849534,1.958691,25.31666,0,0,0|Head:-7.241464,3.274064,25.36403,0,0,0|ShoulderLeft:-8.297245,0.6216821,26.1234,0,0,0|ElbowLeft:-9.076429,-1.303346,25.00841,0,0,0|WristLeft:-7.689409,-1.51406,23.33528,0,0,0|HandLeft:-7.65805,-1.507426,23.22314,0,0,0|ShoulderRight:-5.522867,0.9097061,24.34656,0,0,0|ElbowRight:-6.712234,-0.4532616,22.92562,0,0,0|WristRight:-8.750798,-0.2794701,23.03566,0,0,0|HandRight:-9.198461,-0.1275004,23.335,0,0,0|HipLeft:-6.047285,-3.657587,25.65891,0,0,0|KneeLeft:-6.470261,-6.426292,24.32834,0,0,0|AnkleLeft:-5.866605,-9.372157,24.82199,0,0,0|FootLeft:-6.313366,-9.767035,23.65419,0,0,0|HipRight:-4.933347,-3.282125,24.68951,0,0,0|KneeRight:-3.323091,-6.290948,23.95568,0,0,0|AnkleRight:-2.140711,-9.101246,24.61077,0,0,0|FootRight:-2.633472,-9.49585,23.43567,0,0,0|SpineShoulder:-6.695819,1.294584,25.3802,0,0,0|HandTipLeft:-7.053016,-0.8228519,22.55726,0,0,0|ThumbLeft:-6.959473,-0.866506,22.5,0,0,0|HandTipRight:-9.85467,-0.2041154,23.61829,0,0,0|ThumbRight:-9.038776,-0.3709735,23.16222,0,0,0|
SpineBase:-5.552294,-3.513706,25.54461,0,0,0|SpineMid:-6.23071,-0.7339069,25.47687,0,0,0|Neck:-6.922052,1.973556,25.27464,0,0,0|Head:-7.301915,3.300431,25.34583,0,0,0|ShoulderLeft:-8.362957,0.5959352,26.12666,0,0,0|ElbowLeft:-9.107882,-1.337072,25.00233,0,0,0|WristLeft:-7.719923,-1.546599,23.32982,0,0,0|HandLeft:-7.514855,-0.9990286,23.1796,0,0,0|ShoulderRight:-5.604322,0.8777307,24.33021,0,0,0|ElbowRight:-6.877445,-0.5063992,22.93642,0,0,0|WristRight:-8.949824,-0.4771227,22.82797,0,0,0|HandRight:-9.534774,-0.4000801,22.9667,0,0,0|HipLeft:-6.019445,-3.653412,25.73502,0,0,0|KneeLeft:-6.470294,-6.428206,24.34929,0,0,0|AnkleLeft:-5.868118,-9.371406,24.82341,0,0,0|FootLeft:-6.316988,-9.777777,23.66391,0,0,0|HipRight:-4.933261,-3.281999,24.69923,0,0,0|KneeRight:-3.271987,-6.341393,24.02322,0,0,0|AnkleRight:-2.131782,-9.105675,24.62182,0,0,0|FootRight:-2.626795,-9.51175,23.45502,0,0,0|SpineShoulder:-6.750677,1.304568,25.35378,0,0,0|HandTipLeft:-6.940888,-0.8536022,22.64047,0,0,0|ThumbLeft:-7.170083,-1.141564,23.31166,0,0,0|HandTipRight:-10.25414,-0.5153485,23.21722,0,0,0|ThumbRight:-9.547042,-0.6003429,22.86545,0,0,0|
SpineBase:-5.552294,-3.513706,25.54461,0,0,0|SpineMid:-6.23071,-0.7339069,25.47687,0,0,0|Neck:-6.922052,1.973556,25.27464,0,0,0|Head:-7.301915,3.300431,25.34583,0,0,0|ShoulderLeft:-8.362957,0.5959352,26.12666,0,0,0|ElbowLeft:-9.107882,-1.337072,25.00233,0,0,0|WristLeft:-7.719923,-1.546599,23.32982,0,0,0|HandLeft:-7.514855,-0.9990286,23.1796,0,0,0|ShoulderRight:-5.604322,0.8777307,24.33021,0,0,0|ElbowRight:-6.877445,-0.5063992,22.93642,0,0,0|WristRight:-8.949824,-0.4771227,22.82797,0,0,0|HandRight:-9.534774,-0.4000801,22.9667,0,0,0|HipLeft:-6.019445,-3.653412,25.73502,0,0,0|KneeLeft:-6.470294,-6.428206,24.34929,0,0,0|AnkleLeft:-5.868118,-9.371406,24.82341,0,0,0|FootLeft:-6.316988,-9.777777,23.66391,0,0,0|HipRight:-4.933261,-3.281999,24.69923,0,0,0|KneeRight:-3.271987,-6.341393,24.02322,0,0,0|AnkleRight:-2.131782,-9.105675,24.62182,0,0,0|FootRight:-2.626795,-9.51175,23.45502,0,0,0|SpineShoulder:-6.750677,1.304568,25.35378,0,0,0|HandTipLeft:-6.940888,-0.8536022,22.64047,0,0,0|ThumbLeft:-7.170083,-1.141564,23.31166,0,0,0|HandTipRight:-10.25414,-0.5153485,23.21722,0,0,0|ThumbRight:-9.547042,-0.6003429,22.86545,0,0,0|
SpineBase:-5.550247,-3.452406,25.62047,0,0,0|SpineMid:-6.278781,-0.6895508,25.48712,0,0,0|Neck:-7.02898,2.032839,25.22332,0,0,0|Head:-7.424438,3.373956,25.34314,0,0,0|ShoulderLeft:-8.417278,0.6250727,26.13532,0,0,0|ElbowLeft:-9.110099,-1.34905,25.04469,0,0,0|WristLeft:-7.721933,-1.558385,23.37237,0,0,0|HandLeft:-7.664042,-0.8648857,22.61197,0,0,0|ShoulderRight:-5.728337,0.9198176,24.30825,0,0,0|ElbowRight:-6.973007,-0.4425551,22.81767,0,0,0|WristRight:-8.994409,-0.7929287,22.53746,0,0,0|HandRight:-9.73138,-0.7890188,22.71916,0,0,0|HipLeft:-6.017713,-3.571326,25.84108,0,0,0|KneeLeft:-6.431777,-6.371593,24.44577,0,0,0|AnkleLeft:-5.864431,-9.352163,24.85583,0,0,0|FootLeft:-6.321589,-9.777648,23.71333,0,0,0|HipRight:-4.932801,-3.243409,24.73728,0,0,0|KneeRight:-3.21655,-6.340652,24.13338,0,0,0|AnkleRight:-2.119882,-9.105947,24.63103,0,0,0|FootRight:-2.62324,-9.530828,23.48136,0,0,0|SpineShoulder:-6.844227,1.36084,25.31808,0,0,0|HandTipLeft:-7.094035,-0.898579,22.54218,0,0,0|ThumbLeft:-7.055587,-0.8937088,22.42,0,0,0|HandTipRight:-10.2718,-1.004612,22.75273,0,0,0|ThumbRight:-9.649485,-0.9182196,22.47616,0,0,0|
SpineBase:-5.550247,-3.452406,25.62047,0,0,0|SpineMid:-6.278781,-0.6895508,25.48712,0,0,0|Neck:-7.02898,2.032839,25.22332,0,0,0|Head:-7.424438,3.373956,25.34314,0,0,0|ShoulderLeft:-8.417278,0.6250727,26.13532,0,0,0|ElbowLeft:-9.110099,-1.34905,25.04469,0,0,0|WristLeft:-7.721933,-1.558385,23.37237,0,0,0|HandLeft:-7.664042,-0.8648857,22.61197,0,0,0|ShoulderRight:-5.728337,0.9198176,24.30825,0,0,0|ElbowRight:-6.973007,-0.4425551,22.81767,0,0,0|WristRight:-8.994409,-0.7929287,22.53746,0,0,0|HandRight:-9.73138,-0.7890188,22.71916,0,0,0|HipLeft:-6.017713,-3.571326,25.84108,0,0,0|KneeLeft:-6.431777,-6.371593,24.44577,0,0,0|AnkleLeft:-5.864431,-9.352163,24.85583,0,0,0|FootLeft:-6.321589,-9.777648,23.71333,0,0,0|HipRight:-4.932801,-3.243409,24.73728,0,0,0|KneeRight:-3.21655,-6.340652,24.13338,0,0,0|AnkleRight:-2.119882,-9.105947,24.63103,0,0,0|FootRight:-2.62324,-9.530828,23.48136,0,0,0|SpineShoulder:-6.844227,1.36084,25.31808,0,0,0|HandTipLeft:-7.094035,-0.898579,22.54218,0,0,0|ThumbLeft:-7.055587,-0.8937088,22.42,0,0,0|HandTipRight:-10.2718,-1.004612,22.75273,0,0,0|ThumbRight:-9.649485,-0.9182196,22.47616,0,0,0|
SpineBase:-5.497271,-3.398232,25.65071,0,0,0|SpineMid:-6.306291,-0.6182503,25.48984,0,0,0|Neck:-7.146113,2.153842,25.19427,0,0,0|Head:-7.563663,3.494597,25.3179,0,0,0|ShoulderLeft:-8.45046,0.7152635,26.12531,0,0,0|ElbowLeft:-9.090839,-1.234252,25.08474,0,0,0|WristLeft:-7.702463,-1.44349,23.41256,0,0,0|HandLeft:-7.631989,-0.8040828,22.44994,0,0,0|ShoulderRight:-5.844726,0.9739763,24.27734,0,0,0|ElbowRight:-6.995466,-0.363183,22.73807,0,0,0|WristRight:-8.964297,-0.9624839,22.58362,0,0,0|HandRight:-9.53712,-1.105232,22.64286,0,0,0|HipLeft:-5.971202,-3.529716,25.8554,0,0,0|KneeLeft:-6.372861,-6.352458,24.57303,0,0,0|AnkleLeft:-5.83929,-9.361048,24.92745,0,0,0|FootLeft:-6.307482,-9.803058,23.8027,0,0,0|HipRight:-4.876511,-3.176865,24.77821,0,0,0|KneeRight:-3.207047,-6.073463,24.31817,0,0,0|AnkleRight:-2.099862,-9.081498,24.65432,0,0,0|FootRight:-2.614039,-9.523114,23.52241,0,0,0|SpineShoulder:-6.937386,1.468847,25.2951,0,0,0|HandTipLeft:-7.370733,-0.748769,22.33833,0,0,0|ThumbLeft:-7.300324,-0.7953047,22.392,0,0,0|HandTipRight:-10.08157,-1.396056,22.69862,0,0,0|ThumbRight:-9.52229,-1.22778,22.43875,0,0,0|
SpineBase:-5.497271,-3.398232,25.65071,0,0,0|SpineMid:-6.306291,-0.6182503,25.48984,0,0,0|Neck:-7.146113,2.153842,25.19427,0,0,0|Head:-7.563663,3.494597,25.3179,0,0,0|ShoulderLeft:-8.45046,0.7152635,26.12531,0,0,0|ElbowLeft:-9.090839,-1.234252,25.08474,0,0,0|WristLeft:-7.702463,-1.44349,23.41256,0,0,0|HandLeft:-7.631989,-0.8040828,22.44994,0,0,0|ShoulderRight:-5.844726,0.9739763,24.27734,0,0,0|ElbowRight:-6.995466,-0.363183,22.73807,0,0,0|WristRight:-8.964297,-0.9624839,22.58362,0,0,0|HandRight:-9.53712,-1.105232,22.64286,0,0,0|HipLeft:-5.971202,-3.529716,25.8554,0,0,0|KneeLeft:-6.372861,-6.352458,24.57303,0,0,0|AnkleLeft:-5.83929,-9.361048,24.92745,0,0,0|FootLeft:-6.307482,-9.803058,23.8027,0,0,0|HipRight:-4.876511,-3.176865,24.77821,0,0,0|KneeRight:-3.207047,-6.073463,24.31817,0,0,0|AnkleRight:-2.099862,-9.081498,24.65432,0,0,0|FootRight:-2.614039,-9.523114,23.52241,0,0,0|SpineShoulder:-6.937386,1.468847,25.2951,0,0,0|HandTipLeft:-7.370733,-0.748769,22.33833,0,0,0|ThumbLeft:-7.300324,-0.7953047,22.392,0,0,0|HandTipRight:-10.08157,-1.396056,22.69862,0,0,0|ThumbRight:-9.52229,-1.22778,22.43875,0,0,0|
SpineBase:-5.553613,-3.315323,25.8327,0,0,0|SpineMid:-6.42946,-0.483974,25.57268,0,0,0|Neck:-7.296135,2.307635,25.20933,0,0,0|Head:-7.72538,3.643275,25.3121,0,0,0|ShoulderLeft:-8.572014,0.7685423,26.1398,0,0,0|ElbowLeft:-9.448343,-0.7766439,24.67452,0,0,0|WristLeft:-9.272841,-1.224473,23.89131,0,0,0|HandLeft:-9.142078,-1.658056,23.24164,0,0,0|ShoulderRight:-5.942207,1.098043,24.27255,0,0,0|ElbowRight:-6.827244,-0.1827648,22.60951,0,0,0|WristRight:-8.52844,-1.343684,22.61935,0,0,0|HandRight:-8.963579,-1.475387,23.03635,0,0,0|HipLeft:-6.001558,-3.405443,26.06636,0,0,0|KneeLeft:-6.200056,-6.372262,24.85543,0,0,0|AnkleLeft:-5.747825,-9.572993,25.13075,0,0,0|FootLeft:-6.20804,-10.02974,24.0114,0,0,0|HipRight:-4.955369,-3.128739,24.93643,0,0,0|KneeRight:-3.149287,-6.025128,24.44243,0,0,0|AnkleRight:-2.053903,-9.044577,24.70153,0,0,0|FootRight:-2.558951,-9.503143,23.57454,0,0,0|SpineShoulder:-7.082834,1.614706,25.3236,0,0,0|HandTipLeft:-8.898406,-1.461303,22.85223,0,0,0|ThumbLeft:-8.724376,-1.291201,22.7525,0,0,0|HandTipRight:-9.388893,-1.887446,23.12413,0,0,0|ThumbRight:-9.166589,-1.376684,23.06667,0,0,0|
SpineBase:-5.553613,-3.315323,25.8327,0,0,0|SpineMid:-6.42946,-0.483974,25.57268,0,0,0|Neck:-7.296135,2.307635,25.20933,0,0,0|Head:-7.72538,3.643275,25.3121,0,0,0|ShoulderLeft:-8.572014,0.7685423,26.1398,0,0,0|ElbowLeft:-9.448343,-0.7766439,24.67452,0,0,0|WristLeft:-9.272841,-1.224473,23.89131,0,0,0|HandLeft:-9.142078,-1.658056,23.24164,0,0,0|ShoulderRight:-5.942207,1.098043,24.27255,0,0,0|ElbowRight:-6.827244,-0.1827648,22.60951,0,0,0|WristRight:-8.52844,-1.343684,22.61935,0,0,0|HandRight:-8.963579,-1.475387,23.03635,0,0,0|HipLeft:-6.001558,-3.405443,26.06636,0,0,0|KneeLeft:-6.200056,-6.372262,24.85543,0,0,0|AnkleLeft:-5.747825,-9.572993,25.13075,0,0,0|FootLeft:-6.20804,-10.02974,24.0114,0,0,0|HipRight:-4.955369,-3.128739,24.93643,0,0,0|KneeRight:-3.149287,-6.025128,24.44243,0,0,0|AnkleRight:-2.053903,-9.044577,24.70153,0,0,0|FootRight:-2.558951,-9.503143,23.57454,0,0,0|SpineShoulder:-7.082834,1.614706,25.3236,0,0,0|HandTipLeft:-8.898406,-1.461303,22.85223,0,0,0|ThumbLeft:-8.724376,-1.291201,22.7525,0,0,0|HandTipRight:-9.388893,-1.887446,23.12413,0,0,0|ThumbRight:-9.166589,-1.376684,23.06667,0,0,0|
SpineBase:-5.553613,-3.315323,25.8327,0,0,0|SpineMid:-6.42946,-0.483974,25.57268,0,0,0|Neck:-7.296135,2.307635,25.20933,0,0,0|Head:-7.72538,3.643275,25.3121,0,0,0|ShoulderLeft:-8.572014,0.7685423,26.1398,0,0,0|ElbowLeft:-9.448343,-0.7766439,24.67452,0,0,0|WristLeft:-9.272841,-1.224473,23.89131,0,0,0|HandLeft:-9.142078,-1.658056,23.24164,0,0,0|ShoulderRight:-5.942207,1.098043,24.27255,0,0,0|ElbowRight:-6.827244,-0.1827648,22.60951,0,0,0|WristRight:-8.52844,-1.343684,22.61935,0,0,0|HandRight:-8.963579,-1.475387,23.03635,0,0,0|HipLeft:-6.001558,-3.405443,26.06636,0,0,0|KneeLeft:-6.200056,-6.372262,24.85543,0,0,0|AnkleLeft:-5.747825,-9.572993,25.13075,0,0,0|FootLeft:-6.20804,-10.02974,24.0114,0,0,0|HipRight:-4.955369,-3.128739,24.93643,0,0,0|KneeRight:-3.149287,-6.025128,24.44243,0,0,0|AnkleRight:-2.053903,-9.044577,24.70153,0,0,0|FootRight:-2.558951,-9.503143,23.57454,0,0,0|SpineShoulder:-7.082834,1.614706,25.3236,0,0,0|HandTipLeft:-8.898406,-1.461303,22.85223,0,0,0|ThumbLeft:-8.724376,-1.291201,22.7525,0,0,0|HandTipRight:-9.388893,-1.887446,23.12413,0,0,0|ThumbRight:-9.166589,-1.376684,23.06667,0,0,0|
SpineBase:-5.588981,-3.342361,25.87287,0,0,0|SpineMid:-6.475521,-0.4682204,25.60144,0,0,0|Neck:-7.346464,2.364154,25.22511,0,0,0|Head:-7.800124,3.693701,25.32231,0,0,0|ShoulderLeft:-8.60338,0.7475403,26.14271,0,0,0|ElbowLeft:-9.465393,-0.795106,24.66545,0,0,0|WristLeft:-8.955392,0.3152098,22.86174,0,0,0|HandLeft:-8.901495,0.480679,22.80145,0,0,0|ShoulderRight:-5.979011,1.157298,24.27752,0,0,0|ElbowRight:-6.778069,-0.1578728,22.61713,0,0,0|WristRight:-8.381935,-1.434707,22.74842,0,0,0|HandRight:-8.714549,-1.536041,23.45306,0,0,0|HipLeft:-6.04224,-3.435725,26.09771,0,0,0|KneeLeft:-6.17214,-6.371238,24.90324,0,0,0|AnkleLeft:-5.740125,-9.591417,25.15062,0,0,0|FootLeft:-6.196723,-10.04848,24.02925,0,0,0|HipRight:-4.985526,-3.15476,24.97923,0,0,0|KneeRight:-3.13022,-6.011115,24.47609,0,0,0|AnkleRight:-1.996996,-9.029434,24.76332,0,0,0|FootRight:-2.499057,-9.488853,23.63409,0,0,0|SpineShoulder:-7.134244,1.661671,25.34235,0,0,0|HandTipLeft:-8.907585,0.5936074,22.54717,0,0,0|ThumbLeft:-8.578316,0.5045344,22.69526,0,0,0|HandTipRight:-8.947571,-1.84339,23.58666,0,0,0|ThumbRight:-8.415964,-1.428642,23.27769,0,0,0|
SpineBase:-5.588981,-3.342361,25.87287,0,0,0|SpineMid:-6.475521,-0.4682204,25.60144,0,0,0|Neck:-7.346464,2.364154,25.22511,0,0,0|Head:-7.800124,3.693701,25.32231,0,0,0|ShoulderLeft:-8.60338,0.7475403,26.14271,0,0,0|ElbowLeft:-9.465393,-0.795106,24.66545,0,0,0|WristLeft:-8.955392,0.3152098,22.86174,0,0,0|HandLeft:-8.901495,0.480679,22.80145,0,0,0|ShoulderRight:-5.979011,1.157298,24.27752,0,0,0|ElbowRight:-6.778069,-0.1578728,22.61713,0,0,0|WristRight:-8.381935,-1.434707,22.74842,0,0,0|HandRight:-8.714549,-1.536041,23.45306,0,0,0|HipLeft:-6.04224,-3.435725,26.09771,0,0,0|KneeLeft:-6.17214,-6.371238,24.90324,0,0,0|AnkleLeft:-5.740125,-9.591417,25.15062,0,0,0|FootLeft:-6.196723,-10.04848,24.02925,0,0,0|HipRight:-4.985526,-3.15476,24.97923,0,0,0|KneeRight:-3.13022,-6.011115,24.47609,0,0,0|AnkleRight:-1.996996,-9.029434,24.76332,0,0,0|FootRight:-2.499057,-9.488853,23.63409,0,0,0|SpineShoulder:-7.134244,1.661671,25.34235,0,0,0|HandTipLeft:-8.907585,0.5936074,22.54717,0,0,0|ThumbLeft:-8.578316,0.5045344,22.69526,0,0,0|HandTipRight:-8.947571,-1.84339,23.58666,0,0,0|ThumbRight:-8.415964,-1.428642,23.27769,0,0,0|
SpineBase:-5.573822,-3.329125,25.84768,0,0,0|SpineMid:-6.495854,-0.4555106,25.60847,0,0,0|Neck:-7.418366,2.368019,25.27664,0,0,0|Head:-7.915056,3.685444,25.37015,0,0,0|ShoulderLeft:-8.678435,0.6231843,26.13625,0,0,0|ElbowLeft:-9.56319,-0.9207979,24.90376,0,0,0|WristLeft:-9.48002,-0.6134588,23.28089,0,0,0|HandLeft:-9.429963,-0.3780272,22.31818,0,0,0|ShoulderRight:-5.995944,1.198611,24.28401,0,0,0|ElbowRight:-6.521666,-0.06511766,22.54669,0,0,0|WristRight:-7.991251,-0.984814,23.5475,0,0,0|HandRight:-8.302713,-1.111437,24.11262,0,0,0|HipLeft:-6.027451,-3.442342,26.04318,0,0,0|KneeLeft:-6.181748,-6.369154,24.9131,0,0,0|AnkleLeft:-5.747014,-9.567824,25.14971,0,0,0|FootLeft:-6.187797,-10.01979,24.0147,0,0,0|HipRight:-4.966511,-3.120811,24.96184,0,0,0|KneeRight:-3.130369,-6.001748,24.48177,0,0,0|AnkleRight:-1.896442,-9.07853,24.95364,0,0,0|FootRight:-2.384265,-9.532789,23.81066,0,0,0|SpineShoulder:-7.191571,1.67155,25.3777,0,0,0|HandTipLeft:-9.338962,-0.3310561,22.06002,0,0,0|ThumbLeft:-9.113792,-0.4621526,22.17214,0,0,0|HandTipRight:-8.599177,-1.28185,24.21563,0,0,0|ThumbRight:-8.089306,-1.182688,24.37,0,0,0|
SpineBase:-5.573822,-3.329125,25.84768,0,0,0|SpineMid:-6.495854,-0.4555106,25.60847,0,0,0|Neck:-7.418366,2.368019,25.27664,0,0,0|Head:-7.915056,3.685444,25.37015,0,0,0|ShoulderLeft:-8.678435,0.6231843,26.13625,0,0,0|ElbowLeft:-9.56319,-0.9207979,24.90376,0,0,0|WristLeft:-9.48002,-0.6134588,23.28089,0,0,0|HandLeft:-9.429963,-0.3780272,22.31818,0,0,0|ShoulderRight:-5.995944,1.198611,24.28401,0,0,0|ElbowRight:-6.521666,-0.06511766,22.54669,0,0,0|WristRight:-7.991251,-0.984814,23.5475,0,0,0|HandRight:-8.302713,-1.111437,24.11262,0,0,0|HipLeft:-6.027451,-3.442342,26.04318,0,0,0|KneeLeft:-6.181748,-6.369154,24.9131,0,0,0|AnkleLeft:-5.747014,-9.567824,25.14971,0,0,0|FootLeft:-6.187797,-10.01979,24.0147,0,0,0|HipRight:-4.966511,-3.120811,24.96184,0,0,0|KneeRight:-3.130369,-6.001748,24.48177,0,0,0|AnkleRight:-1.896442,-9.07853,24.95364,0,0,0|FootRight:-2.384265,-9.532789,23.81066,0,0,0|SpineShoulder:-7.191571,1.67155,25.3777,0,0,0|HandTipLeft:-9.338962,-0.3310561,22.06002,0,0,0|ThumbLeft:-9.113792,-0.4621526,22.17214,0,0,0|HandTipRight:-8.599177,-1.28185,24.21563,0,0,0|ThumbRight:-8.089306,-1.182688,24.37,0,0,0|
SpineBase:-5.576355,-3.32108,25.79596,0,0,0|SpineMid:-6.505548,-0.4603656,25.60951,0,0,0|Neck:-7.446026,2.325836,25.33503,0,0,0|Head:-8.028569,3.60551,25.39932,0,0,0|ShoulderLeft:-8.679269,0.6226399,26.13601,0,0,0|ElbowLeft:-9.567297,-0.9209968,24.90586,0,0,0|WristLeft:-9.853262,-0.3379097,22.82808,0,0,0|HandLeft:-9.410392,-0.9240431,22.28242,0,0,0|ShoulderRight:-5.98778,1.211624,24.3077,0,0,0|ElbowRight:-6.474581,-0.07232249,22.57325,0,0,0|WristRight:-8.005127,-0.7166818,23.67647,0,0,0|HandRight:-8.52621,-0.8055553,24.26553,0,0,0|HipLeft:-6.045787,-3.4573,25.8978,0,0,0|KneeLeft:-6.245553,-6.367417,24.86091,0,0,0|AnkleLeft:-5.756028,-9.541832,25.14201,0,0,0|FootLeft:-6.194121,-9.986049,24.00007,0,0,0|HipRight:-4.964458,-3.109598,24.95534,0,0,0|KneeRight:-3.177242,-5.998483,24.46325,0,0,0|AnkleRight:-1.890812,-9.071033,25.04287,0,0,0|FootRight:-2.37624,-9.517729,23.89285,0,0,0|SpineShoulder:-7.215984,1.642177,25.41596,0,0,0|HandTipLeft:-9.170836,-0.928066,22.08374,0,0,0|ThumbLeft:-9.081298,-0.8204408,22.12375,0,0,0|HandTipRight:-9.504588,-0.9831676,24.4551,0,0,0|ThumbRight:-8.241833,-0.8999578,24.23143,0,0,0|
SpineBase:-5.576355,-3.32108,25.79596,0,0,0|SpineMid:-6.505548,-0.4603656,25.60951,0,0,0|Neck:-7.446026,2.325836,25.33503,0,0,0|Head:-8.028569,3.60551,25.39932,0,0,0|ShoulderLeft:-8.679269,0.6226399,26.13601,0,0,0|ElbowLeft:-9.567297,-0.9209968,24.90586,0,0,0|WristLeft:-9.853262,-0.3379097,22.82808,0,0,0|HandLeft:-9.410392,-0.9240431,22.28242,0,0,0|ShoulderRight:-5.98778,1.211624,24.3077,0,0,0|ElbowRight:-6.474581,-0.07232249,22.57325,0,0,0|WristRight:-8.005127,-0.7166818,23.67647,0,0,0|HandRight:-8.52621,-0.8055553,24.26553,0,0,0|HipLeft:-6.045787,-3.4573,25.8978,0,0,0|KneeLeft:-6.245553,-6.367417,24.86091,0,0,0|AnkleLeft:-5.756028,-9.541832,25.14201,0,0,0|FootLeft:-6.194121,-9.986049,24.00007,0,0,0|HipRight:-4.964458,-3.109598,24.95534,0,0,0|KneeRight:-3.177242,-5.998483,24.46325,0,0,0|AnkleRight:-1.890812,-9.071033,25.04287,0,0,0|FootRight:-2.37624,-9.517729,23.89285,0,0,0|SpineShoulder:-7.215984,1.642177,25.41596,0,0,0|HandTipLeft:-9.170836,-0.928066,22.08374,0,0,0|ThumbLeft:-9.081298,-0.8204408,22.12375,0,0,0|HandTipRight:-9.504588,-0.9831676,24.4551,0,0,0|ThumbRight:-8.241833,-0.8999578,24.23143,0,0,0|
SpineBase:-5.576355,-3.32108,25.79596,0,0,0|SpineMid:-6.505548,-0.4603656,25.60951,0,0,0|Neck:-7.446026,2.325836,25.33503,0,0,0|Head:-8.028569,3.60551,25.39932,0,0,0|ShoulderLeft:-8.679269,0.6226399,26.13601,0,0,0|ElbowLeft:-9.567297,-0.9209968,24.90586,0,0,0|WristLeft:-9.853262,-0.3379097,22.82808,0,0,0|HandLeft:-9.410392,-0.9240431,22.28242,0,0,0|ShoulderRight:-5.98778,1.211624,24.3077,0,0,0|ElbowRight:-6.474581,-0.07232249,22.57325,0,0,0|WristRight:-8.005127,-0.7166818,23.67647,0,0,0|HandRight:-8.52621,-0.8055553,24.26553,0,0,0|HipLeft:-6.045787,-3.4573,25.8978,0,0,0|KneeLeft:-6.245553,-6.367417,24.86091,0,0,0|AnkleLeft:-5.756028,-9.541832,25.14201,0,0,0|FootLeft:-6.194121,-9.986049,24.00007,0,0,0|HipRight:-4.964458,-3.109598,24.95534,0,0,0|KneeRight:-3.177242,-5.998483,24.46325,0,0,0|AnkleRight:-1.890812,-9.071033,25.04287,0,0,0|FootRight:-2.37624,-9.517729,23.89285,0,0,0|SpineShoulder:-7.215984,1.642177,25.41596,0,0,0|HandTipLeft:-9.170836,-0.928066,22.08374,0,0,0|ThumbLeft:-9.081298,-0.8204408,22.12375,0,0,0|HandTipRight:-9.504588,-0.9831676,24.4551,0,0,0|ThumbRight:-8.241833,-0.8999578,24.23143,0,0,0|
